date,latitude,longitude,enginetemp
2015-07-31 07:26:16,43.443820953,-80.54515076,20
2015-07-31 07:26:19,43.443813324,-80.5451355,20
2015-07-31 07:26:22,43.443813324,-80.5451355,20
2015-07-31 07:26:25,43.44380188,-80.54511261,20
2015-07-31 07:26:28,43.44380188,-80.54511261,20
2015-07-31 07:26:31,43.443790436,-80.54509735,20
2015-07-31 07:26:34,43.443790436,-80.54509735,20
2015-07-31 07:26:37,43.443778992,-80.54508209,20
2015-07-31 07:26:40,43.443778992,-80.54508209,20
2015-07-31 07:26:43,43.443771362,-80.54506683,20
2015-07-31 07:26:46,43.443771362,-80.54506683,20
2015-07-31 07:26:49,43.443763733,-80.54504395,20
2015-07-31 07:26:53,43.443763733,-80.54504395,20
2015-07-31 07:26:56,43.443752289,-80.54502869,20
2015-07-31 07:26:59,43.443752289,-80.54502869,20
2015-07-31 07:27:02,43.443748474,-80.54501343,20
2015-07-31 07:27:05,43.443748474,-80.54501343,20
2015-07-31 07:27:08,43.443740845,-80.54499817,20
2015-07-31 07:27:11,43.443740845,-80.54499817,20
2015-07-31 07:27:14,43.443733215,-80.54498291,20
2015-07-31 07:27:17,43.443733215,-80.54498291,20
2015-07-31 07:27:20,43.443725586,-80.54496765,20
2015-07-31 07:27:23,43.443725586,-80.54496765,20
2015-07-31 07:27:26,43.443717957,-80.54495239,20
2015-07-31 07:27:29,43.443717957,-80.54495239,20
2015-07-31 07:27:32,43.443710327,-80.54493713,20
2015-07-31 07:27:35,43.443710327,-80.54493713,20
2015-07-31 07:27:38,43.443702698,-80.5449295,20
2015-07-31 07:27:41,43.443702698,-80.5449295,20
2015-07-31 07:27:45,43.443691254,-80.54491425,20
2015-07-31 07:27:48,43.443691254,-80.54491425,20
2015-07-31 07:27:51,43.443683624,-80.54489899,20
2015-07-31 07:27:54,43.443683624,-80.54489899,20
2015-07-31 07:27:57,43.443675995,-80.54488373,20
2015-07-31 07:28:00,43.443675995,-80.54488373,20
2015-07-31 07:28:03,43.443668365,-80.54486847,20
2015-07-31 07:28:06,43.443668365,-80.54486847,20
2015-07-31 07:28:09,43.443660736,-80.54485321,20
2015-07-31 07:28:12,43.443660736,-80.54485321,20
2015-07-31 07:28:15,43.443653107,-80.54483795,20
2015-07-31 07:28:18,43.443653107,-80.54483795,20
2015-07-31 07:28:21,43.443645477,-80.54482269,20
2015-07-31 07:28:24,43.443645477,-80.54482269,20
2015-07-31 07:28:27,43.443637848,-80.54480743,20
2015-07-31 07:28:31,43.443637848,-80.54480743,20
2015-07-31 07:28:34,43.443634033,-80.54479218,20
2015-07-31 07:28:37,43.443634033,-80.54479218,20
2015-07-31 07:28:40,43.443626404,-80.54477692,20
2015-07-31 07:28:43,43.443626404,-80.54477692,20
2015-07-31 07:28:46,43.443618774,-80.54476166,20
2015-07-31 07:28:49,43.443618774,-80.54476166,20
2015-07-31 07:28:52,43.44361496,-80.54475403,20
2015-07-31 07:28:55,43.44361496,-80.54475403,20
2015-07-31 07:28:58,43.44360733,-80.54473877,20
2015-07-31 07:29:01,43.44360733,-80.54473877,20
2015-07-31 07:29:04,43.443599701,-80.54473114,20
2015-07-31 07:29:07,43.443599701,-80.54473114,20
2015-07-31 07:29:10,43.443592072,-80.54471588,20
2015-07-31 07:29:13,43.443592072,-80.54471588,20
2015-07-31 07:29:16,43.443588257,-80.54470825,20
2015-07-31 07:29:20,43.443588257,-80.54470825,20
